v183ciuo,ciuolabel,ciuo1diglabel,ciuo3cat,ciuolabel_color,ciuo1diglabel_color,ciuo3cat_color,n_obs,total_workers_weighted,income_mean,income_q1,income_median,income_q3,female_pct,male_pct,public_sector_pct,nivel_ed_mean,age_mean,age_median
13320,Ag. comerciales y corredores,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,8837.01,8837.01,9.25,9.04,9.16,9.21,9.04,90.96,0.0,5.83,40.12,36.0
13321,Ag. de seguros,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,58381.79,58381.79,9.3,8.99,9.13,9.55,10.74,89.26,0.0,6.33,45.85,50.0
13322,Rep. Comerciales,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,108567.8,108567.8,8.87,8.29,8.78,9.47,26.8,73.2,0.61,5.69,44.97,41.0
13323,Ag. de compras,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,19488.42,19488.42,8.95,8.65,8.8,9.43,16.05,83.95,21.36,5.97,37.79,36.0
13324,Ag. de compras y consignatarios,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,3430.86,3430.86,9.34,8.83,9.31,9.8,12.91,87.09,0.0,5.46,53.13,56.5
13330,Ag. serv. comerciales,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,
13331,Dec. o gest. aduana,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,25421.7,25421.7,9.27,8.91,9.18,9.61,28.15,71.85,51.1,6.27,53.39,51.0
13332,Org. Eventos y conferencias,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,44930.0,44930.0,7.76,7.22,7.76,8.2,72.43,27.57,5.34,6.26,43.97,39.0
13333,Ag. de empleo y contratistas de mano de obra,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,19538.0,19538.0,9.17,8.42,8.99,9.32,11.22,88.78,0.0,4.53,43.58,45.0
13334,Ag. inmobiliarios,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,52402.54,52402.54,9.05,8.24,9.02,9.57,23.6,76.4,0.0,6.85,51.94,56.0
13339,Ag. serv. comerciales n/c,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,4827.11,4827.11,9.61,9.61,9.61,9.61,73.71,26.29,0.0,5.0,35.0,35.0
13340,Secretarios administrativos y especializados,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,35598.0,35598.0,8.71,8.11,8.62,9.26,49.42,50.58,45.51,6.17,45.69,49.0
13341,Supv. Secretaría,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,60269.32,60269.32,9.01,8.52,8.99,9.52,44.88,55.12,74.39,6.26,52.84,55.0
13342,Secretarios jurídicos,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,22098.99,22098.99,9.07,8.01,8.49,9.08,47.22,52.78,47.79,7.69,44.09,42.0
13343,Secretarios administrativos y ejecutivos,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,30350.42,30350.42,9.03,8.61,9.21,9.25,89.52,10.48,55.11,7.15,44.29,51.5
13344,Secretarios médicos,3. Técnicos,1. Trabajadores  no manuales,"(0.491022, 0.117179, 0.425552, 1.0)",#00A1D5,#cccccc,62870.91,62870.91,8.16,8.01,8.48,8.96,85.13,14.87,22.23,6.57,37.9,37.0
13350,Ag. adm. pública para la aplicación de la ley y afines,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,
13351,Ag. aduana e inspectores de fronteras,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,3331.33,3331.33,9.27,9.2,9.26,9.33,76.67,23.33,100.0,5.53,38.32,40.0
13352,Ag. adm. tributaria,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,10352.85,10352.85,9.04,8.29,9.21,10.05,85.9,14.1,100.0,7.04,60.42,55.0
13353,Ag. seg. Social,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,3215.97,3215.97,,,,,100.0,0.0,100.0,,,
13354,Ag. serv. licencias y permisos,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,10202.32,10202.32,8.31,7.74,8.12,8.78,16.18,83.82,66.74,7.54,40.03,24.0
13355,Insp. De policía,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,25797.34,25797.34,9.14,8.62,9.0,9.51,11.05,88.95,100.0,6.19,50.94,57.0
13359,Ag. adm. pública para la aplicacion de la ley y afines no clasificados bajo otros epígrafes,3. Técnicos,1. Trabajadores  no manuales,"(0.497257, 0.119379, 0.424488, 1.0)",#00A1D5,#cccccc,21383.75,21383.75,8.84,8.24,8.95,9.44,54.9,45.1,92.86,4.94,56.31,47.0
13400,Prof. med. jurídico,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,2148.93,2148.93,,,,,100.0,0.0,100.0,,,
13410,Prof. Med. Jurídicos y sociales,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,13635.0,13635.0,9.06,8.44,9.21,9.53,0.0,100.0,5.77,4.33,43.4,44.0
13411,Prof. med. derecho,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,45801.99,45801.99,9.43,8.55,8.99,9.85,42.55,57.45,65.74,7.54,51.89,46.0
13412,Traby asist. Sociales nivel medio,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,42849.27,42849.27,8.65,8.6,8.74,9.05,72.11,27.89,65.25,5.74,49.4,43.0
13413,Aux. laicos religiones,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,893.0,893.0,8.34,6.49,7.28,8.07,16.24,83.76,0.0,7.51,42.54,39.5
13420,Ent. deportivos,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,
13421,Atletas y deportistas,3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,9913.2,9913.2,9.33,9.33,9.33,9.33,0.0,100.0,0.0,5.0,26.0,26.0
13422,"Ent. Deportivos, arbitros",3. Técnicos,1. Trabajadores  no manuales,"(0.503493, 0.121575, 0.423356, 1.0)",#00A1D5,#cccccc,43774.97,43774.97,8.86,8.01,8.63,9.45,37.81,62.19,18.55,6.0,34.42,33.0
13423,Inst. ed física,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,81832.78,81832.78,8.56,7.91,8.18,8.9,48.89,51.11,16.4,6.08,36.65,36.0
13430,"Prof. med. Act culturales, artísticas y humanas",3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,1444.0,1444.0,7.79,7.61,8.13,8.64,70.98,29.02,29.02,3.6,37.46,35.0
13431,Fotógrafos,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,71213.42,71213.42,8.79,7.92,8.67,8.84,46.76,53.24,50.56,5.18,38.76,47.0
13432,Dis. De interior,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,5054.74,5054.74,9.0,8.58,8.94,9.12,40.26,59.74,0.0,6.76,42.76,38.5
13433,"Téc. arte, museos y bibliotecas",3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,8899.73,8899.73,9.29,9.21,9.21,9.65,50.26,49.74,61.54,5.97,45.0,47.5
13434,Chefs,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,39900.47,39900.47,9.17,8.53,8.84,8.99,46.51,53.49,1.15,6.39,33.92,35.0
13435,Prof med. Act artísticas y culturales,3. Técnicos,1. Trabajadores  no manuales,"(0.50973, 0.123769, 0.422156, 1.0)",#00A1D5,#cccccc,29894.0,29894.0,8.8,7.71,8.52,9.26,24.04,75.96,23.0,6.02,36.55,31.0
13500,Téc. IT,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,
13510,Téc. Op. IT n/c,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,
13511,Téc. Op. IT,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,4314.42,4314.42,8.41,8.4,8.5,8.6,55.58,44.42,0.0,5.88,55.11,31.0
13512,Téc. Asistencia IT,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,18308.2,18308.2,9.04,8.26,8.82,9.52,0.0,100.0,33.9,7.64,34.46,36.0
13513,Téc. redes y sistemas de computadores,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,25088.99,25088.99,8.75,8.29,8.66,8.98,4.5,95.5,39.88,6.74,29.93,31.5
13514,Técnicos Web,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,6068.31,6068.31,9.6,9.6,9.6,9.6,8.21,91.79,0.0,5.23,24.64,26.5
13520,Téc. telecomunicaciones y radiodifusión,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,0.0,,,,,,,,,,,
13521,Téc. radiodifusión y grabación audio visual,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,45685.69,45685.69,8.91,8.26,8.79,9.16,10.47,89.53,34.72,6.61,35.93,36.0
13522,Téc. Ing. telecomunicaciones,3. Técnicos,1. Trabajadores  no manuales,"(0.522206, 0.12815, 0.419549, 1.0)",#00A1D5,#cccccc,5131.0,5131.0,8.98,8.65,8.78,8.91,84.7,15.3,15.3,6.95,56.95,42.0
14000,Apoyo administrativo,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.603139, 0.157151, 0.395891, 1.0)",#B24745,#cccccc,1791.19,1791.19,,,,,77.84,22.16,77.84,,,
14100,Oficinistas n/c,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,
14110,Oficinistas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,1067891.57,1067891.57,8.87,8.29,8.7,9.21,57.4,42.6,51.73,6.3,45.31,42.0
14120,Secretarios (general),4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,180992.23,180992.23,8.79,8.19,8.52,9.05,88.1,11.9,37.5,5.85,45.38,44.0
14130,Op. Maq oficina,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,
14131,Op. Pros de texto y mecanógrafos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,13179.14,13179.14,8.74,8.74,8.74,8.74,100.0,0.0,100.0,7.0,62.0,62.0
14132,Grab. De datos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.621685, 0.164184, 0.388781, 1.0)",#B24745,#cccccc,9247.43,9247.43,8.91,7.71,8.52,8.94,64.16,35.84,60.09,5.17,43.28,40.5
14200,Emp. Trato directo con el público,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.633998, 0.168992, 0.383704, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,
14210,Cobradores y pagadores,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.633998, 0.168992, 0.383704, 1.0)",#B24745,#cccccc,5449.0,5449.0,7.86,7.95,8.29,8.64,100.0,0.0,0.0,5.37,26.79,38.5
14211,Cajeros bancos y afines,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.633998, 0.168992, 0.383704, 1.0)",#B24745,#cccccc,41214.71,41214.71,9.18,8.83,9.21,9.4,32.13,67.87,37.98,5.86,55.9,48.0
14212,Recep. apuestas y afines,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.633998, 0.168992, 0.383704, 1.0)",#B24745,#cccccc,87768.53,87768.53,8.68,7.98,8.54,9.03,56.22,43.78,2.8,4.94,38.06,40.0
14213,Prestamistas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,2229.0,2229.0,8.29,8.29,8.29,8.29,78.6,21.4,0.0,5.43,28.86,30.0
14214,Cobradres,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,33885.66,33885.66,8.43,8.05,8.56,8.76,50.33,49.67,1.26,5.36,46.98,41.0
14220,Emp. Serv. Información,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,372.0,372.0,8.01,8.01,8.01,8.01,100.0,0.0,0.0,5.0,52.0,52.0
14221,Emp. Ag. Viajes,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,29882.77,29882.77,8.66,8.23,8.79,8.92,63.41,36.59,1.58,6.25,40.81,44.0
14222,Emp. cent. Llamadas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,82538.66,82538.66,8.73,8.01,8.38,8.93,50.39,49.61,20.45,5.74,37.62,31.5
14223,Telefonistas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,56710.73,56710.73,8.93,8.26,8.65,8.87,40.02,59.98,38.83,5.71,44.84,33.0
14224,Recepcionistas de hoteles,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,14072.73,14072.73,8.2,8.01,8.41,8.75,46.33,53.67,11.33,4.79,52.39,27.0
14225,Emp. Informaciónes,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,68264.37,68264.37,8.52,8.16,8.59,9.02,66.08,33.92,54.45,6.3,38.29,36.5
14226,Recepcionistas (general),4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,229280.67,229280.67,8.92,8.29,8.65,9.0,71.06,28.94,28.37,5.67,41.53,39.0
14227,Encuestadores y entrevistadores,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,17312.54,17312.54,8.62,8.15,8.61,9.04,87.4,12.6,59.51,4.68,44.42,36.0
14229,Emp. Serv. Información,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.640135, 0.171438, 0.381065, 1.0)",#B24745,#cccccc,3322.55,3322.55,8.46,8.42,8.46,8.59,100.0,0.0,56.79,7.02,36.7,35.0
14300,Emp. Contables y materiales,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,
14310,Aux. contables y financieros,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,
14311,Emp. Contabilidad,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,287399.03,287399.03,8.61,8.29,8.7,9.18,71.33,28.67,23.89,5.64,50.16,45.5
14312,Emp. Serv. Estadísticos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,9029.83,9029.83,8.65,8.15,8.83,9.02,55.5,44.5,41.09,6.57,56.61,61.5
14313,Emp. Nóminas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,49533.39,49533.39,8.45,8.65,8.99,9.26,70.12,29.88,52.05,7.27,51.11,51.5
14320,Emp. Registro materiales,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,
14321,Emp. Ctrl. Abastecimiento,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,114463.25,114463.25,9.03,8.77,9.08,9.41,32.93,67.07,22.55,5.6,40.57,40.0
14322,Emp. Apoyo producción,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,6583.02,6583.02,8.22,8.29,8.52,8.54,77.41,22.59,0.0,4.97,37.92,27.0
14323,Emp. Serv. Transporte,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.652369, 0.176421, 0.375586, 1.0)",#B24745,#cccccc,72307.07,72307.07,8.9,8.17,8.67,9.23,19.24,80.76,14.42,5.94,43.68,47.0
14400,Pers. Administrativo,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.66454, 0.181539, 0.369846, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,
14410,Pers. Administrativo n/c,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,
14411,Emp. bibliotecas,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,9994.9,9994.9,7.71,7.94,8.66,8.7,57.17,42.83,76.54,5.01,35.38,38.0
14412,Emp. Serv. Correos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,67250.57,67250.57,8.55,7.85,8.22,8.82,34.37,65.63,37.91,4.7,45.23,52.0
14413,"Cod. datos, correctores de pruebas de imprenta y afines",4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,0.0,,,,,,,,,,,
14414,Escribientes públicos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,2921.82,2921.82,,,,,100.0,0.0,100.0,,,
14415,Emp. archivos,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,24058.34,24058.34,9.15,8.99,9.23,9.38,54.24,45.76,54.07,6.39,43.57,39.5
14416,Emp. Serv. De personal,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,59290.43,59290.43,8.76,8.59,8.99,9.2,56.05,43.95,55.63,6.61,40.16,38.0
14419,Apoyo administrativo,4. Trabajadores administrativos,1. Trabajadores  no manuales,"(0.670599, 0.184153, 0.366879, 1.0)",#B24745,#cccccc,30871.47,30871.47,8.99,8.2,8.7,9.48,55.0,45.0,40.03,6.42,40.74,30.0
15000,Trab. servicios y vendedores de comercios y mercados,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.758422, 0.229097, 0.315266, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,
15100,Trab. Serv. Personales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)",#79AF97,#f1f22e,7405.0,7405.0,8.4,8.09,8.13,8.53,91.11,8.89,32.21,5.49,33.58,34.0
15110,Serv. Pasajeros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,
15111,Aux. serv. abordo,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)",#79AF97,#f1f22e,51910.38,51910.38,7.88,7.88,7.88,7.88,81.18,18.82,0.0,9.0,57.0,57.0
15112,Cobradores transporte público,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)",#79AF97,#f1f22e,1097.0,1097.0,8.48,8.26,8.52,8.57,0.0,100.0,85.14,5.35,64.27,47.0
15113,Guías de turismo,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.775059, 0.239667, 0.303526, 1.0)",#79AF97,#f1f22e,8392.47,8392.47,8.69,8.46,8.66,9.28,64.64,35.36,34.63,6.89,45.53,41.0
15120,Cocineros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,487114.11,487114.11,8.33,7.83,8.29,8.81,66.74,33.26,15.75,4.13,46.6,42.0
15130,Camareros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,1132.0,1132.0,,,,,100.0,0.0,0.0,5.28,33.14,33.5
15131,Camarero mesas,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,295386.13,295386.13,8.19,7.6,8.23,8.7,56.22,43.78,2.97,5.23,31.19,27.0
15132,Camarer barra,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,45087.2,45087.2,7.57,6.83,7.82,8.24,15.95,84.05,0.69,5.25,22.38,21.0
15140,"Peluqueros, especialistas en tratamientos de belleza y afines",5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,
15141,Peluqueros,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,205272.52,205272.52,8.31,7.6,8.22,8.74,80.07,19.93,1.13,4.24,43.65,40.0
15142,Esp. Trat belleza,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,117126.15,117126.15,8.18,7.64,8.2,8.78,100.0,0.0,0.0,4.94,50.72,49.5
15150,Sup. Mantenimiento y limpieza,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,
15151,Sup. Mantenimiento y limpieza hoteles y establecimientos,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,24164.48,24164.48,8.32,8.19,8.52,8.91,44.71,55.29,75.16,3.74,63.15,51.0
15152,Ecónomos y mayordomos domésticos,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,16374.0,16374.0,8.83,8.25,8.5,9.11,77.93,22.07,34.57,4.41,60.32,62.0
15153,Conserjes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.780517, 0.243327, 0.299523, 1.0)",#79AF97,#f1f22e,409112.89,409112.89,8.81,8.34,8.84,9.11,29.54,70.46,50.78,4.21,48.57,53.0
15160,Trab serv. Personales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,
15161,"Astrólogos, adivinadores y afines",5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)",#79AF97,#f1f22e,2588.0,2588.0,8.39,8.12,8.27,8.47,6.22,93.78,0.0,4.55,51.08,55.0
15162,Acompañantes y ayudantes de cámara,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)",#79AF97,#f1f22e,4706.76,4706.76,8.25,8.29,8.36,8.43,76.19,23.81,0.0,3.14,72.14,72.5
15163,Pers. pompas fúnebres y embalsamadores,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)",#79AF97,#f1f22e,9430.0,9430.0,8.98,8.05,8.51,9.14,31.16,68.84,40.94,4.9,38.69,41.5
15164,Cuid. de animales,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)",#79AF97,#f1f22e,23663.48,23663.48,7.6,6.96,7.78,8.2,69.37,30.63,2.17,4.31,35.6,38.0
15165,Inst. autoescuela,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,
15169,Trab. Serv. personales no clasificados bajo otros epígrafes,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.785929, 0.247056, 0.295477, 1.0)",#79AF97,#f1f22e,11000.0,11000.0,7.82,7.6,7.6,8.29,71.07,28.93,7.09,4.58,29.87,24.0
15200,Vendedores,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,
15210,Vend. callejeros y de puestos de mercado,5. Trabajadores de servicios y ventas,2. Trabajadores de servicios y ventas,"(0.791293, 0.250856, 0.29139, 1.0)",#79AF97,#f1f22e,0.0,,,,,,,,,,,
