v182caes,caeslabel,caesletra,caesag,caeslabel_color,caesletra_color,caesag_color,n_obs,total_workers_weighted,income_mean,income_q1,income_median,income_q3,female_pct,male_pct,public_sector_pct,nivel_ed_mean,age_mean,age_median,x,y,community
5602,Expendio comidas/bebidas,I. Alojamiento y Servicios de Comidas,"GI. Comercio, alojamiento y comidas","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.2196078431372549), np.float64(0.4235294117647059), np.float64(0.6901960784313724), np.float64(1.0))","(np.float64(0.8767801857585138), np.float64(0.9089783281733744), np.float64(0.6142414860681111), np.float64(1.0))",28560.13,28560.13,3562.96,1811.75,3473.5,4876.5,64.58,35.42,0.0,3.43,35.34,39.0,-0.4277240128678088,0.2758516420809955,C4
5800,"Edición de libros, periódicos y otras publicaciones",J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.5803921568627451), np.float64(0.2156862745098039), np.float64(0.5941176470588235), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",54386.59,54386.59,7339.47,4610.0,6000.0,8693.0,34.68,65.32,16.08,7.29,46.29,38.5,0.0532964181098754,-0.2189424530104485,C6
5900,Actividades cinematográficas,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.5803921568627451), np.float64(0.2156862745098039), np.float64(0.5941176470588235), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",56308.17,56308.17,8968.05,4300.0,6981.0,10000.0,19.51,80.49,15.7,7.25,46.0,36.0,-0.0328892673686171,-0.1480424232417565,C6
6000,Actividades de programación y difusión,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.2196078431372549, 0.4235294117647059, 0.6901960784313725, 1.0)","(np.float64(0.5803921568627451), np.float64(0.2156862745098039), np.float64(0.5941176470588235), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",23036.74,23036.74,6897.47,3500.0,5300.0,9759.5,45.35,54.65,20.13,5.68,42.59,38.0,0.166594342750443,-0.2310450640923042,C6
6100,Telecomunicaciones,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(np.float64(0.5803921568627451), np.float64(0.2156862745098039), np.float64(0.5941176470588235), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",170941.65,170941.65,8064.34,4555.75,7240.0,10000.0,48.43,51.57,8.54,5.49,38.44,36.0,-0.0915911510060157,-0.0440851771810566,C4
6200,Actividades de programación y consultoría informática,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(np.float64(0.5803921568627451), np.float64(0.2156862745098039), np.float64(0.5941176470588235), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",70016.23,70016.23,10136.31,6370.0,10000.0,11976.5,24.42,75.58,0.8,8.41,35.43,32.0,0.0792156253506653,-0.2905297143917919,C6
6300,Actividades de servicios de información,J. Información y Comunicación,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(np.float64(0.5803921568627451), np.float64(0.2156862745098039), np.float64(0.5941176470588235), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",80587.19,80587.19,8906.33,6075.0,8000.0,10297.0,39.42,60.58,45.1,6.7,35.17,33.0,0.0675130345820177,-0.4446808033531649,C6
6400,Intermediación financiera,K. Actividades Financieras y de Seguros,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(np.float64(0.9411764705882352), np.float64(0.00784313725490196), np.float64(0.4980392156862745), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",288276.63,288276.63,10993.73,5000.0,9241.0,13788.5,37.9,62.1,27.38,5.75,46.5,50.0,-0.1054386516217427,-0.0718942609823899,C3
6500,"Seguros, reaseguros y fondos de pensiones",K. Actividades Financieras y de Seguros,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(np.float64(0.9411764705882352), np.float64(0.00784313725490196), np.float64(0.4980392156862745), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",146673.68,146673.68,7444.19,5000.0,8263.5,10660.0,38.34,61.66,3.26,6.51,42.66,48.0,-0.1176455735810893,-0.1452334181005349,C3
6600,Actividades auxiliares a los servicios,K. Actividades Financieras y de Seguros,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(np.float64(0.9411764705882352), np.float64(0.00784313725490196), np.float64(0.4980392156862745), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",2444.45,2444.45,,,,,0.0,100.0,0.0,,,,,,
6800,Actividades inmobiliarias,L. Actividades Inmobiliarias,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(np.float64(0.9411764705882353), np.float64(0.00784313725490196), np.float64(0.4980392156862745), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",97660.56,97660.56,10091.35,3366.0,6528.0,12467.0,43.43,56.57,0.75,6.67,52.42,57.5,-0.0421899227888162,-0.0686969051098096,C3
6900,Actividades jurídicas y de contabilidad,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(np.float64(0.8450980392156863), np.float64(0.1823529411764706), np.float64(0.2941176470588236), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",501709.78,501709.78,12878.24,4987.0,8000.0,14960.0,47.93,52.07,2.43,7.94,42.57,42.0,-0.2991164275340761,-0.1093648901931243,C0
7000,Actividades de servicios de consultoría,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(np.float64(0.8450980392156863), np.float64(0.1823529411764706), np.float64(0.2941176470588236), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",40550.75,40550.75,8199.88,5989.0,8700.0,11500.0,17.6,82.4,1.83,8.15,47.64,56.5,0.1278016730532654,0.2807225763830813,C7
7100,Servicios de arquitectura e ingeniería,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(np.float64(0.8450980392156863), np.float64(0.1823529411764706), np.float64(0.2941176470588236), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",191890.8,191890.8,14797.08,6982.75,11154.5,18089.75,20.14,79.86,10.75,8.59,46.94,41.5,0.0997057909425072,-0.2724316895568028,C3
7200,Investigación y desarrollo,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.9411764705882353, 0.00784313725490196, 0.4980392156862745, 1.0)","(np.float64(0.8450980392156863), np.float64(0.1823529411764706), np.float64(0.2941176470588236), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",74699.0,74699.0,15335.0,6586.75,13209.5,17679.75,61.5,38.5,80.2,8.13,46.42,45.0,-0.1195046536928855,-0.1895212278310969,C4
7301,Actividades publicitarias,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.8450980392156863), np.float64(0.1823529411764706), np.float64(0.2941176470588236), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",78183.84,78183.84,10006.99,2396.5,6331.0,9038.5,52.13,47.87,0.13,7.03,34.21,31.5,0.1177172371418609,-0.2090305552265257,C6
7302,Investigación de mercados y encuestas de opinión pública,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.8450980392156863), np.float64(0.1823529411764706), np.float64(0.2941176470588236), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",12033.4,12033.4,7513.58,4807.75,6714.0,8441.0,37.97,62.03,21.68,7.66,37.6,34.5,0.3918405003880908,-0.1063577553921479,C7
7400,"Otras actividades profesionales, científicas y técnicas","M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.8450980392156863), np.float64(0.1823529411764706), np.float64(0.2941176470588236), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",137332.7,137332.7,7458.33,3925.0,6233.0,9979.75,47.66,52.34,3.01,6.63,40.81,39.0,0.0262162697157786,-0.3530306123837383,C6
7500,Actividades veterinarias,"M. Actividades Profesionales, Científicas y Técnicas ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.8450980392156863), np.float64(0.1823529411764706), np.float64(0.2941176470588236), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",35770.57,35770.57,16867.74,6331.0,9298.0,25412.0,50.18,49.82,10.73,8.39,47.11,40.5,0.0723234989704233,-0.1767216218849096,C8
7701,Alquiler de efectos personales y domésticos,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.7490196078431373), np.float64(0.3568627450980392), np.float64(0.09019607843137255), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",5676.96,5676.96,11970.01,6000.0,10000.0,19000.0,82.9,17.1,0.0,6.75,29.2,27.0,-0.0552185906587671,0.2339883562095286,C7
7702,Alquiler de vehículos de transporte,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.7490196078431373), np.float64(0.3568627450980392), np.float64(0.09019607843137255), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",10880.17,10880.17,13173.97,2350.0,3900.0,14301.0,0.0,100.0,0.0,5.26,42.44,41.5,0.103278775607566,0.2110385152767102,C7
7800,Actividades relacionadas con el suministro de personal,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.7490196078431373), np.float64(0.3568627450980392), np.float64(0.09019607843137255), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",24104.12,24104.12,17111.22,10762.0,12500.0,22026.5,49.95,50.05,9.78,6.63,31.09,30.0,0.2412070635360069,0.0669134516393946,C8
7900,Agencias de viajes y operadores turísticos,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.7490196078431373), np.float64(0.3568627450980392), np.float64(0.09019607843137255), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",64051.52,64051.52,7700.05,4990.25,6993.0,9500.0,69.92,30.08,9.54,6.51,44.34,47.0,-0.1534005814865109,-0.0279779219345944,C4
8000,Actividades de investigación y seguridad,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.7490196078431373), np.float64(0.3568627450980392), np.float64(0.09019607843137255), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",137764.79,137764.79,7328.03,3000.0,6233.0,8021.5,10.4,89.6,11.4,4.47,38.65,39.0,-0.1161974208364307,0.0409365874084547,C2
8101,Servicios de apoyo a edificios,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.7490196078431373), np.float64(0.3568627450980392), np.float64(0.09019607843137255), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",523627.16,523627.16,7220.25,3165.0,5859.0,8000.0,37.02,62.98,36.16,4.23,45.04,46.0,-0.3489534259952543,-0.1690916596923757,C2
8102,Servicios de paisajismo y jardinería,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.7490196078431373), np.float64(0.3568627450980392), np.float64(0.09019607843137255), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",181629.2,181629.2,4562.56,1000.0,2500.0,5800.0,11.24,88.76,4.95,3.61,41.04,36.0,-0.3986327122871135,-0.2871070398404344,C2
8200,Actividades administrativas de oficinas,N. Actividades Administrativas y Servicios de Apoyo,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.7490196078431373), np.float64(0.3568627450980392), np.float64(0.09019607843137255), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",219441.91,219441.91,6543.27,3082.5,5000.0,7821.0,54.57,45.43,2.19,5.44,39.56,38.0,-0.0756863675768964,-0.0668144334142981,C3
8400,Administración Pública y Defensa; Planes de Seguro Social Obligatorio,O. Administración Pública y Defensa,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.7490196078431373), np.float64(0.3568627450980392), np.float64(0.09019607843137253), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",8588.0,8588.0,19085.26,6495.0,8675.0,12397.5,37.21,62.79,87.91,7.89,51.55,59.5,0.3511279739217154,-0.0286456416641365,C8
8401,Administración pública,O. Administración Pública y Defensa,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.7490196078431373), np.float64(0.3568627450980392), np.float64(0.09019607843137253), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",1316289.92,1316289.92,9729.87,3604.25,6000.0,10000.0,48.05,51.95,99.06,6.16,47.85,48.0,-0.2775706619486418,-0.0668364923973807,C0
8402,Seguridad pública,O. Administración Pública y Defensa,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.7490196078431373), np.float64(0.3568627450980392), np.float64(0.09019607843137253), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",535967.69,535967.69,10027.95,5492.5,8300.0,11220.0,26.19,73.81,98.31,5.57,43.11,40.0,-0.4864177348788819,-0.1662458992778926,C0
8403,Servicios de la seguridad social obligatoria,O. Administración Pública y Defensa,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(np.float64(0.7490196078431373), np.float64(0.3568627450980392), np.float64(0.09019607843137253), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",13005.92,13005.92,20076.86,10973.0,15000.0,25353.0,21.85,78.15,100.0,7.67,34.23,34.5,0.2776770303090748,-0.0056576155815188,C8
8501,Enseñanza,P. Enseñanza,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.4), np.float64(0.4), np.float64(0.4), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",2706459.21,2706459.21,8654.91,4043.0,6331.0,10000.0,76.91,23.09,76.02,6.88,47.75,47.0,-0.6037580870004249,-0.1452594402720454,C0
8509,Otros tipos de enseñanza,P. Enseñanza,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.4), np.float64(0.4), np.float64(0.4), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",192899.78,192899.78,7577.37,3000.0,6000.0,9910.5,73.48,26.52,13.54,6.95,38.6,32.0,-0.2256522852058595,-0.2585335424220245,C2
8600,Atención de la salud,Q. Salud Humana y Servicios Sociales,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.4000000000000001), np.float64(0.4000000000000001), np.float64(0.4000000000000001), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",1499393.66,1499393.66,9021.59,4000.0,6858.0,11000.0,72.66,27.34,45.41,6.8,48.24,48.0,-0.4647393832591016,-0.1218883243157692,C0
8700,Asistencia social,Q. Salud Humana y Servicios Sociales,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.4000000000000001), np.float64(0.4000000000000001), np.float64(0.4000000000000001), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",235276.61,235276.61,4992.64,2827.0,4000.0,6224.0,85.65,14.35,23.18,4.06,50.31,46.0,-0.3841801677264543,-0.1730360536377781,C2
8800,Servicios sociales sin alojamiento,Q. Salud Humana y Servicios Sociales,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.4000000000000001), np.float64(0.4000000000000001), np.float64(0.4000000000000001), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",186901.94,186901.94,6108.38,2600.0,3800.0,6500.0,92.46,7.54,41.67,5.88,45.46,44.0,-0.2460329325286452,-0.1354917136867653,C2
9000,Actividades artísticas y de espectáculo,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.4), np.float64(0.4), np.float64(0.4), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",157015.64,157015.64,7805.22,3058.5,4986.0,8263.5,28.79,71.21,18.46,5.86,45.14,35.0,-0.1323260084488038,-0.3680679080408293,C2
9100,Actividades de bibliotecas y archivos,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.4), np.float64(0.4), np.float64(0.4), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",29695.29,29695.29,7838.1,3384.25,6053.5,10808.5,76.75,23.25,76.43,5.92,36.47,38.0,0.2334943125573765,-0.0336791677742338,C8
9200,Actividades de juegos de azar y apuesta,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.4), np.float64(0.4), np.float64(0.4), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",123852.66,123852.66,7919.17,3187.5,5137.5,8441.0,52.39,47.61,2.46,4.79,37.86,34.5,-0.2753193508801002,0.0442578051886256,C4
9301,Actividades para la práctica deportiva,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.4), np.float64(0.4), np.float64(0.4), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",152583.97,152583.97,8048.78,2669.0,5000.0,8007.0,31.88,68.12,18.14,5.24,35.69,36.0,-0.1559569688855001,-0.0973144070746622,C2
9302,Actividades de entretenimiento n.c.p.,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.4), np.float64(0.4), np.float64(0.4), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",122317.44,122317.44,4078.13,1562.25,3001.5,5068.75,52.21,47.79,4.92,5.25,35.6,32.0,-0.1357531350258144,-0.1045061384940031,C2
9401,Actividades de organizaciones empresariales y de empleadores,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",34771.51,34771.51,9481.86,6625.0,8914.0,11262.25,31.0,69.0,23.19,6.3,41.83,45.0,0.1159235044589436,-0.0517733269105721,C8
9402,Actividades de sindicatos,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",25635.49,25635.49,8932.03,3700.0,6000.0,9625.0,63.94,36.06,17.67,5.23,52.19,51.0,0.1317723740994515,-0.0373026398896116,C8
9409,Actividades de asociaciones n.c.p.,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",77175.53,77175.53,3884.04,2000.0,3300.0,4844.0,65.45,34.55,20.89,5.69,42.64,44.0,0.0388075006856395,-0.0680595874850067,C8
9501,Reparación de equipos informáticos,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",45538.33,45538.33,8686.16,3503.75,5200.0,10287.25,3.48,96.52,20.62,7.17,37.68,28.0,0.164617214699327,-0.1243571330043056,C6
9502,Reparación de equipos de comunicación,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",7083.39,7083.39,11263.81,2500.0,3000.0,8980.0,20.15,79.85,6.2,6.4,30.61,25.5,0.4170126553839913,0.1040002262097692,C7
9503,Reparación de efectos de uso personal y doméstico,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",277652.7,277652.7,5036.73,2110.75,3596.5,6000.0,58.3,41.7,2.91,4.36,50.96,49.0,-0.1758910137637058,-0.2930429252862522,C3
9601,Lavado y limpieza de artículos de tela,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",47659.85,47659.85,5349.82,2275.0,3165.0,9750.0,86.72,13.28,3.24,3.93,49.53,51.0,-0.2739649007761875,0.1962136152475533,C4
9602,Servicios de peluquería y tratamientos,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",351438.01,351438.01,5339.59,2000.0,4000.0,6631.0,86.18,13.82,0.43,4.6,46.04,45.0,-0.6296437250129231,-0.2586433789147161,C1
9603,Pompas fúnebres y servicios conexos,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(0.39999999999999997), np.float64(1.0))","(np.float64(0.6199215686274507), np.float64(0.30133333333333345), np.float64(0.3398431372549019), np.float64(1.0))",36736.13,36736.13,7544.87,3824.75,5930.0,7732.75,28.74,71.26,15.89,4.42,47.8,57.0,0.0984957453186572,-0.154136505004183,C8
