v182caes,caeslabel,caesletra,caesag,caeslabel_color,caesletra_color,caesag_color,n_obs,total_workers_weighted,income_mean,income_std,income_median,female_pct,male_pct,public_sector_pct,nivel_ed_mean,nivel_ed_std,age_mean,age_std,age_median,x,y,community
8401,Administración pública,O. Administración Pública y Defensa,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",1316289.92,1316289.92,8.85,0.85,8.7,48.05,51.95,99.06,6.16,2.25,47.85,16.84,48.0,-50.13556289672852,-411.9284057617188,C00
8402,Seguridad pública,O. Administración Pública y Defensa,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",535967.69,535967.69,8.98,0.77,9.02,26.19,73.81,98.31,5.57,1.73,43.11,15.99,40.0,-53.60544204711914,-550.3577880859375,C00
8403,Servicios de la seguridad social obligatoria,O. Administración Pública y Defensa,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.7490196078431373, 0.3568627450980392, 0.09019607843137253, 1.0)","(0.749, 0.3569, 0.0902, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",13005.92,13005.92,9.7,0.72,9.62,21.85,78.15,100.0,7.67,1.34,34.23,8.09,34.5,199.0421600341797,350.7470703125,C07
8501,Enseñanza,P. Enseñanza,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",2706459.21,2706459.21,8.82,0.74,8.75,76.91,23.09,76.02,6.88,1.72,47.75,15.4,47.0,-289.4241027832031,-539.6414184570312,C00
8509,Otros tipos de enseñanza,P. Enseñanza,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",192899.78,192899.78,8.54,1.09,8.7,73.48,26.52,13.54,6.95,1.72,38.6,14.83,32.0,-195.2035675048828,-230.21592712402344,C02
8600,Atención de la salud,Q. Salud Humana y Servicios Sociales,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",1499393.66,1499393.66,8.8,0.84,8.83,72.66,27.34,45.41,6.8,2.16,48.24,16.33,48.0,-171.4740447998047,-470.6017150878906,C00
8700,Asistencia social,Q. Salud Humana y Servicios Sociales,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",235276.61,235276.61,8.35,0.61,8.29,85.65,14.35,23.18,4.06,2.0,50.31,17.74,46.0,-222.0686187744141,-342.6116027832031,C02
8800,Servicios sociales sin alojamiento,Q. Salud Humana y Servicios Sociales,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",186901.94,186901.94,8.43,0.72,8.24,92.46,7.54,41.67,5.88,1.94,45.46,13.92,44.0,-153.37612915039062,-241.1455078125,C02
9000,Actividades artísticas y de espectáculo,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",157015.64,157015.64,8.72,0.71,8.51,28.79,71.21,18.46,5.86,1.73,45.14,19.42,35.0,-274.84722900390625,-195.73239135742188,C02
9100,Actividades de bibliotecas y archivos,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",29695.29,29695.29,8.37,1.45,8.71,76.75,23.25,76.43,5.92,1.44,36.47,12.69,38.0,161.89015197753906,315.44927978515625,C07
9200,Actividades de juegos de azar y apuesta,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",123852.66,123852.66,8.66,0.84,8.54,52.39,47.61,2.46,4.79,1.32,37.86,15.38,34.5,-313.65069580078125,14.110929489135742,C04
9301,Actividades para la práctica deportiva,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",152583.97,152583.97,8.66,0.82,8.52,31.88,68.12,18.14,5.24,2.05,35.69,17.07,36.0,-92.59481048583984,-178.02735900878906,C02
9302,Actividades de entretenimiento n.c.p.,"R. Artes, Entretenimiento y Recreación ","JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",122317.44,122317.44,8.01,0.81,8.01,52.21,47.79,4.92,5.25,1.94,35.6,14.25,32.0,-148.64149475097656,-75.90171813964844,C02
9401,Actividades de organizaciones empresariales y de empleadores,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",34771.51,34771.51,9.01,0.67,9.09,31.0,69.0,23.19,6.3,2.15,41.83,11.4,45.0,129.1580810546875,177.6944580078125,C07
9402,Actividades de sindicatos,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",25635.49,25635.49,8.92,0.6,8.7,63.94,36.06,17.67,5.23,2.02,52.19,15.79,51.0,147.3285369873047,205.0041046142578,C07
9409,Actividades de asociaciones n.c.p.,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",77175.53,77175.53,8.09,0.58,8.1,65.45,34.55,20.89,5.69,1.84,42.64,17.42,44.0,33.41939926147461,95.33566284179688,C07
9501,Reparación de equipos informáticos,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",45538.33,45538.33,8.86,0.72,8.56,3.48,96.52,20.62,7.17,1.46,37.68,15.46,28.0,23.731149673461918,134.2838897705078,C08
9502,Reparación de equipos de comunicación,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",7083.39,7083.39,9.07,0.85,8.01,20.15,79.85,6.2,6.4,1.96,30.61,17.43,25.5,252.59262084960935,511.9291687011719,C08
9503,Reparación de efectos de uso personal y doméstico,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",277652.7,277652.7,8.32,0.72,8.19,58.3,41.7,2.91,4.36,1.8,50.96,17.59,49.0,157.18128967285156,-120.49504852294922,C03
9601,Lavado y limpieza de artículos de tela,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",47659.85,47659.85,8.04,1.15,8.06,86.72,13.28,3.24,3.93,2.22,49.53,15.56,51.0,-367.7560729980469,-12.514921188354492,C04
9602,Servicios de peluquería y tratamientos,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",351438.01,351438.01,8.3,0.83,8.29,86.18,13.82,0.43,4.6,1.61,46.04,16.0,45.0,-632.0778198242188,-409.195068359375,C01
9603,Pompas fúnebres y servicios conexos,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",36736.13,36736.13,8.81,0.55,8.69,28.74,71.26,15.89,4.42,1.73,47.8,22.46,57.0,-32.557159423828125,130.01560974121094,C02
9609,Servicios personales n.c.p.,S. Otras Actividades de Servicios,"JKLMNOPQRS. Servicios, adm. pública, educación y salud","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.6199, 0.3013, 0.3398, 1.0)",52964.32,52964.32,8.07,0.89,8.16,58.41,41.59,1.63,4.29,1.46,39.64,17.09,35.0,-279.3899841308594,-86.310791015625,C02
9700,Actividades de hogares,T. Actividades de los Hogares como Empleadores de Personal Doméstico,T. Empleo doméstico,"(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)","(0.4, 0.4, 0.4, 1.0)",3402308.73,3402308.73,7.88,0.91,7.92,96.08,3.92,0.51,3.65,1.5,44.53,17.44,43.0,-806.0115356445312,-973.4293212890624,C02
