v183ciuo,ciuolabel,ciuo1diglabel,ciuo3cat,ciuolabel_color,ciuo1diglabel_color,ciuo3cat_color,n_obs,income_mean,income_q1,income_median,income_q3,female_pct,male_pct,public_sector_pct,nivel_ed_mean,age_mean,age_median,x,y,community
17421,Méc. Y rep. Electrónicos,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.983779, 0.593849, 0.02377, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",41,8699.36,3680.0,6103.0,12850.25,15.0,85.0,17.07,6.14,40.27,35.0,0.0570356791673595,0.2671540890233277,C05
17422,Inst. y rep IT,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.983779, 0.593849, 0.02377, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",48,9617.78,3875.0,8000.0,11396.5,2.08,97.92,16.67,5.63,40.24,38.5,0.1713317269676115,0.1642132031505221,C03
17510,Of. Y Op elab alimentos,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",7,11986.4,9700.0,9792.0,10000.0,14.29,85.71,0.0,5.71,43.86,37.0,-0.1711023841205594,-0.1737177868879542,C00
17511,"Carniceros, pescaderos y afines",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",116,5176.23,2954.0,4620.0,6000.0,23.28,76.72,0.86,3.8,40.38,35.0,0.4074835376854802,0.1165318802538567,C08
17512,"Panaderos, pasteleros y confiteros",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",202,5489.42,2110.0,4748.0,7480.0,50.0,50.0,0.99,4.14,41.14,41.0,0.4393294740829255,0.1033313654331809,C08
17514,Op. Cons. Frutas y vegetales,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",5,1688.0,949.5,1688.0,2426.5,80.0,20.0,0.0,4.0,63.33,60.0,-0.1355337784304398,-0.1690438027783424,C00
17515,Catadores y clasificadores de alimentos y bebidas,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",19,7004.0,3297.0,7000.0,9180.75,31.58,68.42,0.0,4.17,55.28,53.5,-0.0306248569926995,-0.0849502540971445,C00
17516,Elab. Tábaco,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",1,7000.0,7000.0,7000.0,7000.0,0.0,100.0,0.0,7.0,39.0,39.0,,,C19
17520,Of. Y Op. Madera,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",2,3869.0,3253.5,3869.0,4484.5,0.0,100.0,0.0,2.5,63.0,63.0,-0.262177496971366,-0.2364306627400969,C00
17521,Op. Trat. Madera,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",5,7483.33,5116.5,6233.0,9225.0,0.0,100.0,20.0,4.2,38.4,32.0,-0.1287004529696428,0.012834882176816,C02
17522,Ebanistas y afines,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985315, 0.608422, 0.024202, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",69,6644.02,3000.0,5888.0,7610.0,5.8,94.2,1.45,3.85,45.31,42.0,0.0525673403788502,0.2298767974141197,C03
17523,Reg. Y op. máquinas de labrar madera,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",3,3250.0,2375.0,3250.0,4125.0,33.33,66.67,33.33,3.0,57.5,57.5,-0.1796742775451375,-0.2026686073331842,C00
17530,Of. Y Op. Confección,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",1,14381.0,14381.0,14381.0,14381.0,0.0,100.0,0.0,2.0,89.0,89.0,-0.2820849379823707,0.4501437263076074,C14
17531,"Sastres, modistos, peleteros y sombrereros",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",127,4674.4,2700.0,3376.0,5734.0,94.49,5.51,3.15,3.99,65.76,69.0,-0.0566540120872774,0.3123914676376005,C14
17532,Patronistas y cortadores de tela y afines,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",9,8485.33,6544.75,8103.5,10129.5,44.44,55.56,33.33,3.86,44.0,38.0,-0.1838625787438748,0.3575332125567321,C14
17533,"Costureros, bordadores y afines",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",187,4327.06,2162.5,3500.0,5582.5,81.82,18.18,3.21,3.96,55.85,56.0,-0.0124232455443316,0.3092468754027601,C14
17534,"Tapiceros, colchoneros y afines",7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",19,8804.87,2750.0,6500.0,12113.5,15.79,84.21,0.0,4.88,47.88,47.0,0.0021482214554904,0.1630464973184444,C03
17536,Zapateros y afines,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",36,4937.64,2500.0,4000.0,6857.0,27.78,72.22,2.78,4.03,47.53,46.0,0.0969077625901607,0.3752197159598072,C05
17543,Clasificadores y probadores de productos (excluyendo alimentos y bebidas),7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",17,9389.38,5275.0,7000.0,10347.0,58.82,41.18,5.88,4.4,50.4,52.0,-0.1034332796027555,0.3314905760927638,C14
17544,Fumigadores y otros controladores de plagas y malas hierbas,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",13,6405.57,5650.0,6233.0,7500.0,15.38,84.62,38.46,3.9,47.6,50.0,0.1382021271049193,-0.1762987138083695,C04
17549,Of. Y Op. Mecánicos,7. Trabajadores de oficios,3. Trabajadores manuales,"(0.985952, 0.61575, 0.025592, 1.0)","(np.float64(0.980183581395348), np.float64(0.5733201860465111), np.float64(0.03384115116279068), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",5,5605.4,3000.0,8000.0,8000.0,20.0,80.0,0.0,4.8,54.2,62.0,-0.2254336208704704,0.4593559367735233,C05
18000,Op. Maquinas y ensambladores,8. Operarios calificados,3. Trabajadores manuales,"(0.986694, 0.70554, 0.095694, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",2,,,,,50.0,50.0,0.0,,,,-0.3475185641310057,0.2151847207788315,C06
18100,Op. Inst y maquinaria,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",21,6642.59,4200.0,6857.0,8500.0,9.52,90.48,4.76,3.81,49.29,41.0,-0.0640137250165071,0.1083070550458112,C02
18111,Mineros y operadores de instalaciones mineras,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",8,6153.4,2000.0,3000.0,6331.0,0.0,100.0,0.0,3.86,54.57,52.0,-0.32746694595602,0.2233436762685025,C10
18112,Op. Proces minerales,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",1,10551.0,10551.0,10551.0,10551.0,0.0,100.0,0.0,5.0,30.0,30.0,-0.3061286978811099,0.2747553808793887,C02
18113,Perforadores y sondistas de pozos y afines,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",24,18514.89,5332.75,10993.0,29299.75,4.17,95.83,8.33,3.86,49.43,48.0,-0.0581577203840519,0.4288253515350498,C07
18114,Op. Maq. Cemento,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",9,7690.88,6073.25,8240.0,10718.25,0.0,100.0,11.11,3.62,55.25,57.0,-0.0664940919957827,0.2165127606133434,C02
18120,Op. Proces metales,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",5,7592.25,5000.0,7486.5,10078.75,20.0,80.0,0.0,5.0,43.0,34.0,-0.1156114767574028,0.2655097855451248,C05
18121,Op. proces metales,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",15,4332.75,3525.0,3700.0,4507.75,13.33,86.67,6.67,4.5,49.33,49.5,-0.0025564485518266,0.2806259428354593,C05
18122,Op. Pulidoras y rec. Metales,8. Operarios calificados,3. Trabajadores manuales,"(0.984865, 0.728427, 0.120785, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",1,,,,,0.0,100.0,0.0,,,,-0.4299142236319167,-0.0820255346449622,C06
18131,Op. Plant químicas,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",16,6216.5,4055.0,5000.0,8545.25,12.5,87.5,12.5,3.71,42.93,29.5,0.0745533629971108,-0.2642079067005038,C04
18141,Op. Maq. Caucho,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",30,4550.89,2027.5,3500.0,7342.75,6.67,93.33,0.0,3.26,43.39,41.0,0.1333104187275425,0.3463952801738384,C02
18142,Op. Maq. Plástico,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",21,6878.56,4327.25,6116.5,9243.25,9.52,90.48,4.76,4.39,41.0,37.0,-0.0740860632469013,0.2909896150891777,C05
18143,Op. Maq papel,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",7,5084.0,3693.0,4000.0,6000.0,28.57,71.43,0.0,5.33,30.67,27.5,-0.3474496238081756,0.0393595543565352,C05
18150,Op. Prod textiles,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",5,5367.75,4879.5,5723.5,6211.75,0.0,100.0,0.0,3.8,42.8,37.0,-0.2376356444342497,0.4053437926089945,C14
18151,Op. Maq. Fibras y tejidos,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",7,6028.67,5043.0,7386.0,7693.0,42.86,57.14,14.29,3.17,60.17,63.5,-0.2146605482400005,0.3837490989690388,C14
18152,Op. Telares y maq. Coser,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",10,6105.0,4159.0,4987.0,8841.0,60.0,40.0,0.0,3.38,64.88,71.5,-0.1517488542152931,0.3055921248174234,C14
18153,Op. Maq coser,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",32,4296.58,2750.0,4000.0,5031.5,81.25,18.75,3.12,3.72,51.2,57.0,-0.0983084886527445,0.2668715139526098,C14
18154,Op. Limpieza tejidos,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",2,9150.0,4725.0,9150.0,13575.0,0.0,100.0,0.0,4.5,37.0,37.0,-0.1343351219455725,0.4629621438607508,C14
18155,Op. Maq de cuero y pieles,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",8,5598.5,3912.75,4525.5,7155.0,12.5,87.5,0.0,4.17,53.5,54.5,-0.1481621785293341,0.3844621708495231,C14
18156,Op. Maq. Calzado,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",25,4781.55,2000.0,3000.0,5375.0,48.0,52.0,8.0,4.18,38.0,32.0,0.1180515647397639,0.4547801857888485,C05
18157,Op. Maq. Lavarropas,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",14,6970.75,4302.75,6616.5,9866.75,78.57,21.43,14.29,4.89,50.89,52.0,0.0959141391686435,-0.0538430060228177,C04
18159,Op. Prod. Textiles,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",8,5233.12,4677.0,5432.0,6000.0,37.5,62.5,12.5,3.25,53.12,54.0,-0.2303968372940322,0.3650665196878941,C14
18160,Op. Maq. Alimentos y bebidas,8. Operarios calificados,3. Trabajadores manuales,"(0.984075, 0.736087, 0.129527, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",67,7736.24,3368.5,6000.0,9499.0,26.87,73.13,0.0,3.98,46.95,49.0,0.2464367858067323,0.1693514683504282,C08
18171,Op. Pasta de papel y celulosa,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",4,7816.5,6449.25,7816.5,9183.75,0.0,100.0,0.0,3.5,64.0,64.0,-0.4716628148225236,0.0571707057695939,C05
18172,Op. Proces madera,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",21,4170.67,1675.0,3832.5,5944.0,0.0,100.0,0.0,2.9,41.05,44.5,-0.0346176205120807,0.1593067742778665,C02
18181,Op. Vidriería y cerámica,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",5,13896.67,9013.5,9300.0,16481.5,20.0,80.0,0.0,2.5,66.5,69.0,-0.268550729792435,0.242904742137301,C06
18182,Op. Maq vapor y calderas,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",8,8376.0,5256.25,6500.0,8974.0,0.0,100.0,37.5,3.5,58.62,60.0,-0.1373949036520132,-0.2549770124787338,C00
18183,Op. Maq. Embalaje,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",77,5509.04,3000.0,4360.0,7714.5,44.16,55.84,1.3,3.81,46.59,42.0,0.2067839957134861,0.1297871158263459,C01
18189,Op maq. n/c,8. Operarios calificados,3. Trabajadores manuales,"(0.983196, 0.743758, 0.138453, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",1,4748.0,4748.0,4748.0,4748.0,100.0,0.0,0.0,4.0,22.0,22.0,-0.5768893253356397,0.8030230205566177,C07
18211,Ensambladores de maquinaria mecánica,8. Operarios calificados,3. Trabajadores manuales,"(0.982228, 0.751442, 0.147565, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",15,8688.0,7582.75,8363.5,9973.0,13.33,86.67,6.67,5.67,36.25,29.0,0.0488279743912112,0.3397917422144884,C05
18212,Ensambladores de equipos eléctricos y electrónicos,8. Operarios calificados,3. Trabajadores manuales,"(0.982228, 0.751442, 0.147565, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",19,11678.82,3860.0,9241.0,17059.5,31.58,68.42,0.0,4.69,37.46,31.0,-0.0202391715375657,0.2398907590654638,C05
18219,Ensambladores no clasificados bajo otros epígrafes,8. Operarios calificados,3. Trabajadores manuales,"(0.982228, 0.751442, 0.147565, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",10,6002.71,4000.0,5592.0,7740.0,50.0,50.0,0.0,4.44,41.11,39.0,-0.1849426532062691,0.1817925068860891,C05
18300,Cond. equip. pesados móviles,8. Operarios calificados,3. Trabajadores manuales,"(0.980032, 0.766837, 0.166353, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",2,9165.5,7748.25,9165.5,10582.75,0.0,100.0,0.0,4.0,47.5,47.5,-0.4126660624573773,0.0589508744461331,C06
18311,Mar. Locomotoras,8. Operarios calificados,3. Trabajadores manuales,"(0.980032, 0.766837, 0.166353, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",21,6901.19,5048.0,6465.5,8540.0,4.76,95.24,66.67,4.31,56.5,60.5,0.071231868166321,0.2676882913509517,C02
18312,"Guardafrenos, guardagujas y agentes de maniobras",8. Operarios calificados,3. Trabajadores manuales,"(0.980032, 0.766837, 0.166353, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",4,10155.67,9000.0,10000.0,11233.5,0.0,100.0,50.0,3.75,48.0,39.5,-0.077104347870752,0.4004111558075219,C02
18321,Cond. motocicletas,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",32,3440.5,1442.5,2955.0,5609.75,12.5,87.5,0.0,4.5,27.17,27.5,0.4804867468569402,0.0907732827543558,C08
18322,Cond. autom. y camionetas,8. Operarios calificados,3. Trabajadores manuales,"(0.978806, 0.774545, 0.176037, 1.0)","(np.float64(0.9825403928571428), np.float64(0.747214714285715), np.float64(0.14300041071428574), np.float64(1.0))","(np.float64(0.9335873580357176), np.float64(0.6595281678571433), np.float64(0.1864845276785718), np.float64(1.0))",403,7066.02,3165.0,6000.0,8485.25,4.96,95.04,9.43,4.19,46.62,47.0,0.3740523384330804,0.0491488245602579,C02
