model_1,model_2,dimension,wasserstein
configuration_model_8,enhanced_configuration_model_16,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_16,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_17,0,2349.1559133593264
configuration_model_8,enhanced_configuration_model_17,1,235.91787880994858
configuration_model_8,enhanced_configuration_model_17,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_18,0,2810.5829329751587
configuration_model_8,enhanced_configuration_model_18,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_18,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_19,0,6144.544725075503
configuration_model_8,enhanced_configuration_model_19,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_19,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_20,0,3512.99461515571
configuration_model_8,enhanced_configuration_model_20,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_20,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_21,0,3707.9603128039357
configuration_model_8,enhanced_configuration_model_21,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_21,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_22,0,6530.838231038952
configuration_model_8,enhanced_configuration_model_22,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_22,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_23,0,5887.015721099869
configuration_model_8,enhanced_configuration_model_23,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_23,2,72.83199846221444
configuration_model_8,enhanced_configuration_model_24,0,6337.191478057231
configuration_model_8,enhanced_configuration_model_24,1,230.5168106668146
configuration_model_8,enhanced_configuration_model_24,2,72.83199846221444
_hidalgo_disparity_filtration.csv,configuration_model_9,0,754.8757210636101
_hidalgo_disparity_filtration.csv,configuration_model_9,1,205.23915883795044
_hidalgo_disparity_filtration.csv,configuration_model_9,2,65.76093065034894
configuration_model_9,configuration_model_10,0,156.10764773832474
configuration_model_9,configuration_model_10,1,93.23253840250813
configuration_model_9,configuration_model_10,2,72.41778489984124
configuration_model_9,configuration_model_11,0,89.05382386916237
configuration_model_9,configuration_model_11,1,88.42043365742063
configuration_model_9,configuration_model_11,2,86.97413408594534
configuration_model_9,configuration_model_12,0,77.46803743153548
configuration_model_9,configuration_model_12,1,39.284271247461895
configuration_model_9,configuration_model_12,2,37.062445840513924
configuration_model_9,configuration_model_13,0,77.05382386916237
configuration_model_9,configuration_model_13,1,50.8908729652601
configuration_model_9,configuration_model_13,2,47.66904755831209
configuration_model_9,configuration_model_14,0,85.05382386916237
configuration_model_9,configuration_model_14,1,62.03343249656997
configuration_model_9,configuration_model_14,2,47.37615433949863
configuration_model_9,configuration_model_15,0,73.17514421272202
configuration_model_9,configuration_model_15,1,25.778174593052025
configuration_model_9,configuration_model_15,2,21.8492424049175
configuration_model_9,configuration_model_16,0,238.1614716074871
configuration_model_9,configuration_model_16,1,55.51641527292156
configuration_model_9,configuration_model_16,2,34.23401871576771
configuration_model_9,configuration_model_17,0,80.46803743153548
configuration_model_9,configuration_model_17,1,21.89949493661166
configuration_model_9,configuration_model_17,2,28.87005768508881
configuration_model_9,configuration_model_18,0,203.28279195104676
configuration_model_9,configuration_model_18,1,35.27769853784241
configuration_model_9,configuration_model_18,2,38.234018715767725
configuration_model_9,configuration_model_19,0,150.93607486307096
configuration_model_9,configuration_model_19,1,21.798989873223334
configuration_model_9,configuration_model_19,2,49.25483399593901
configuration_model_9,configuration_model_20,0,107.05382386916237
configuration_model_9,configuration_model_20,1,47.38315095669711
configuration_model_9,configuration_model_20,2,66.34671708797576
configuration_model_9,configuration_model_21,0,209.5756851698602
configuration_model_9,configuration_model_21,1,66.2756492761103
configuration_model_9,configuration_model_21,2,35.698484809835
configuration_model_9,configuration_model_22,0,96.05382386916237
configuration_model_9,configuration_model_22,1,55.062445840513895
configuration_model_9,configuration_model_22,2,32.526911934581186
configuration_model_9,configuration_model_23,0,209.1614716074871
configuration_model_9,configuration_model_23,1,35.39244617178255
configuration_model_9,configuration_model_23,2,51.961940777125555
configuration_model_9,configuration_model_24,0,76.05382386916237
configuration_model_9,configuration_model_24,1,27.315902801610406
configuration_model_9,configuration_model_24,2,47.18376618407355
configuration_model_9,enhanced_configuration_model_0,0,5885.9654685681735
configuration_model_9,enhanced_configuration_model_0,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_0,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_1,0,6074.905114768713
configuration_model_9,enhanced_configuration_model_1,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_1,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_2,0,6016.144184118364
configuration_model_9,enhanced_configuration_model_2,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_2,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_3,0,6143.080258981436
configuration_model_9,enhanced_configuration_model_3,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_3,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_4,0,4666.809301401711
configuration_model_9,enhanced_configuration_model_4,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_4,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_5,0,6398.6092629570685
configuration_model_9,enhanced_configuration_model_5,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_5,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_6,0,6398.6092629570685
configuration_model_9,enhanced_configuration_model_6,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_6,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_7,0,5879.8000108742035
configuration_model_9,enhanced_configuration_model_7,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_7,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_8,0,1858.6040020624662
configuration_model_9,enhanced_configuration_model_8,1,195.16147160748707
configuration_model_9,enhanced_configuration_model_8,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_9,0,6014.315756993618
configuration_model_9,enhanced_configuration_model_9,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_9,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_10,0,3551.6602769101855
configuration_model_9,enhanced_configuration_model_10,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_10,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_11,0,5687.788545290578
configuration_model_9,enhanced_configuration_model_11,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_11,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_12,0,6079.198007987527
configuration_model_9,enhanced_configuration_model_12,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_12,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_13,0,4491.183363700158
configuration_model_9,enhanced_configuration_model_13,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_13,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_14,0,6398.6092629570685
configuration_model_9,enhanced_configuration_model_14,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_14,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_15,0,4206.876185131473
configuration_model_9,enhanced_configuration_model_15,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_15,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_16,0,5045.0317395532975
configuration_model_9,enhanced_configuration_model_16,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_16,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_17,0,2211.8056249338815
configuration_model_9,enhanced_configuration_model_17,1,198.4412194070614
configuration_model_9,enhanced_configuration_model_17,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_18,0,2673.2326445497138
configuration_model_9,enhanced_configuration_model_18,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_18,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_19,0,6014.022863774805
configuration_model_9,enhanced_configuration_model_19,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_19,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_20,0,3375.644326730265
configuration_model_9,enhanced_configuration_model_20,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_20,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_21,0,3570.6100243784913
configuration_model_9,enhanced_configuration_model_21,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_21,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_22,0,6398.6092629570685
configuration_model_9,enhanced_configuration_model_22,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_22,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_23,0,5756.4938597991695
configuration_model_9,enhanced_configuration_model_23,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_23,2,65.76093065034894
configuration_model_9,enhanced_configuration_model_24,0,6206.6696167565315
configuration_model_9,enhanced_configuration_model_24,1,193.04015126392753
configuration_model_9,enhanced_configuration_model_24,2,65.76093065034894
_hidalgo_disparity_filtration.csv,configuration_model_10,0,864.6904755831215
_hidalgo_disparity_filtration.csv,configuration_model_10,1,231.58025532672647
_hidalgo_disparity_filtration.csv,configuration_model_10,2,99.70205614730321
configuration_model_10,configuration_model_11,0,71.05382386916237
configuration_model_10,configuration_model_11,1,36.041630560342625
configuration_model_10,configuration_model_11,2,20.506096654409884
configuration_model_10,configuration_model_12,0,222.1614716074871
configuration_model_10,configuration_model_12,1,77.8908729652601
configuration_model_10,configuration_model_12,2,40.18376618407354
