algorithm,resolution,num_communities,seed,modularity
infomap,12.47457266276664,143,9373,-0.01370760978883744
infomap,12.47457266276664,143,3289,-0.013554117499562828
infomap,12.47457266276664,143,54621,-0.013696007453769162
infomap,12.47457266276664,143,21588,-0.013666162788214966
infomap,12.47457266276664,143,23019,-0.013353386123745982
infomap,12.47457266276664,143,57408,-0.013569164027486029
infomap,12.47457266276664,143,18144,-0.01366255622744059
infomap,14.439149289283547,143,43667,-0.013583835926907052
infomap,14.439149289283547,143,55824,-0.013233004374497637
infomap,14.439149289283547,143,14480,-0.013532048538722781
infomap,14.439149289283547,143,57991,-0.013477327539095776
infomap,14.439149289283547,143,54596,-0.013529341451342405
infomap,14.439149289283547,143,50180,-0.013592643324932284
infomap,14.439149289283547,143,50469,-0.013523430859480977
infomap,14.439149289283547,143,2110,-0.013790671057185937
infomap,14.439149289283547,143,9373,-0.01370760978883744
infomap,14.439149289283547,143,3289,-0.013554117499562828
infomap,14.439149289283547,143,54621,-0.013696007453769162
infomap,14.439149289283547,143,21588,-0.013666162788214966
infomap,14.439149289283547,143,23019,-0.013353386123745982
infomap,14.439149289283547,143,57408,-0.013569164027486029
infomap,14.439149289283547,143,18144,-0.01366255622744059
infomap,16.71312018731537,143,43667,-0.013583835926907052
infomap,16.71312018731537,143,55824,-0.013233004374497637
infomap,16.71312018731537,143,14480,-0.013532048538722781
infomap,16.71312018731537,143,57991,-0.013477327539095776
infomap,16.71312018731537,143,54596,-0.013529341451342405
infomap,16.71312018731537,143,50180,-0.013592643324932284
infomap,16.71312018731537,143,50469,-0.013523430859480977
infomap,16.71312018731537,143,2110,-0.013790671057185937
infomap,16.71312018731537,143,9373,-0.01370760978883744
infomap,16.71312018731537,143,3289,-0.013554117499562828
infomap,16.71312018731537,143,54621,-0.013696007453769162
infomap,16.71312018731537,143,21588,-0.013666162788214966
infomap,16.71312018731537,143,23019,-0.013353386123745982
infomap,16.71312018731537,143,57408,-0.013569164027486029
infomap,16.71312018731537,143,18144,-0.01366255622744059
infomap,19.345210773806517,143,43667,-0.013583835926907052
infomap,19.345210773806517,143,55824,-0.013233004374497637
infomap,19.345210773806517,143,14480,-0.013532048538722781
infomap,19.345210773806517,143,57991,-0.013477327539095776
infomap,19.345210773806517,143,54596,-0.013529341451342405
